,Game,Date,T_Rank,B_Rank,T_WL,B_WL,WL_Diff,Rank_Diff,Inning_Pair_ID,Inning,Score,T_Mean_BA,B_Mean_BA,T_Mean_SLG,B_Mean_SLG,T_Mean_OPS,B_Mean_OPS,T_Mean_OPS_Plus,B_Mean_OPS_Plus,T_WHIP,B_WHIP,T_ERA,B_ERA,T_ERA_Plus,B_ERA_Plus,T_State_Out_Combos,B_State_Out_Combos,T_Runs,B_Runs,Run_Diff,Double_Binary_T,Double_Binary_B,Single_Binary_T,Single_Binary_B,F_S_Binary_T,F_S_Binary_B,Triple_Binary_T,Triple_Binary_B,Discrepancy
0,New York Mets/Los Angeles Angels of Anaheim,2014-04-12,17.0,1.0,0.488,0.605,0.117,16.0,5139,8,4-3,0.27425,0.28,0.4305,0.4426666666666667,0.7727499999999999,0.7863333333333333,108.5,123.33333333333331,1.423,1.354,3.67,4.0699999999999985,115.0,167.0,"['0-0', '0-1', '0-2', '1-2']","['0-0', '0-1', '1-1']",0,0,0,0,0,0,0,0,0,0,0,0
0,New York Mets/Los Angeles Angels of Anaheim,2014-04-12,17.0,1.0,0.488,0.605,0.117,16.0,5140,9,4-3,0.250875,0.279,0.391625,0.44883333333333336,0.7121249999999999,0.7976666666666666,96.625,115.16666666666669,1.33075,1.196,4.0525,3.27,134.0,104.0,"['0-0', '1-0', '1-1', '3-1', '7-1', '3-1', '7-1', '7-2']","['0-0', '0-1', '0-2', '1-2', '3-2', '0-2']",2,3,-1,0,0,1,0,0,0,0,0,1
0,New York Mets/Los Angeles Angels of Anaheim,2014-04-12,17.0,1.0,0.488,0.605,0.117,16.0,5141,10,6-6,0.2483333333333333,0.28,0.4473333333333333,0.4426666666666667,0.7866666666666666,0.7863333333333333,115.33333333333331,123.33333333333331,1.216,1.4643333333333337,3.4599999999999995,4.223333333333333,121.0,167.0,"['0-0', '0-1', '0-2']","['0-0', '0-1', '0-2']",0,0,0,0,0,0,0,0,0,0,0,0
0,New York Mets/Los Angeles Angels of Anaheim,2014-04-12,17.0,1.0,0.488,0.605,0.117,16.0,5142,11,6-6,0.23275,0.2963333333333333,0.33875,0.4763333333333333,0.63225,0.8373333333333334,74.75,127.33333333333331,1.182,1.423,2.78,4.31,76.0,112.0,"['0-0', '0-1', '0-2', '1-2']","['0-0', '0-1', '0-2']",0,0,0,0,0,0,0,0,0,0,0,0
0,New York Mets/Los Angeles Angels of Anaheim,2014-04-12,17.0,1.0,0.488,0.605,0.117,16.0,5143,12,6-6,0.2658333333333333,0.26166666666666666,0.4371666666666667,0.4213333333333333,0.7753333333333332,0.758,113.33333333333331,103.0,1.064,1.436,2.94,4.18,91.0,104.0,"['0-0', '0-1', '0-2', '1-2', '3-2', '7-2']","['0-0', '0-1', '0-2']",0,0,0,0,0,0,0,0,0,0,0,0
0,New York Mets/Los Angeles Angels of Anaheim,2014-04-12,17.0,1.0,0.488,0.605,0.117,16.0,5144,13,6-6,0.2591666666666667,0.28,0.39899999999999997,0.4426666666666667,0.7256666666666667,0.7863333333333333,97.5,123.33333333333331,1.064,1.436,2.94,4.18,134.0,167.0,"['0-0', '0-0', '1-0', '2-1', '2-2', '4-2']","['0-0', '0-1', '0-2']",1,0,1,0,0,1,0,0,0,0,0,1
0,Toronto Blue Jays/Baltimore Orioles,2014-04-12,14.0,3.0,0.512,0.593,0.08099999999999996,11.0,5145,1,0-0,0.271,0.2635,0.4263333333333333,0.441,0.7719999999999999,0.7606666666666667,107.33333333333331,103.5,1.385,1.2819999999999998,4.23,4.509999999999999,129.0,55.0,"['0-0', '0-1', '0-2']","['0-0', '0-1', '0-2', '1-2', '2-2', '5-2']",0,0,0,0,0,0,0,0,0,0,0,0
0,Toronto Blue Jays/Baltimore Orioles,2014-04-12,14.0,3.0,0.512,0.593,0.08099999999999996,11.0,5146,2,0-0,0.25975000000000004,0.265,0.4415,0.385,0.76725,0.691,105.0,87.33333333333331,1.385,1.2819999999999998,4.23,4.51,103.0,92.0,"['0-0', '1-0', '0-2', '1-2']","['0-0', '0-1', '0-2']",0,0,0,0,0,1,0,0,0,0,0,0
0,Toronto Blue Jays/Baltimore Orioles,2014-04-12,14.0,3.0,0.512,0.593,0.08099999999999996,11.0,5147,3,0-0,0.25816666666666666,0.2604,0.4161666666666666,0.4496,0.7423333333333333,0.7646000000000001,100.5,104.8,1.385,1.2819999999999998,4.23,4.51,129.0,109.0,"['0-0', '1-0', '1-1', '5-1', '5-2', '6-2']","['0-0', '0-1', '1-1', '3-1', '3-2']",0,0,0,0,0,1,0,0,0,0,0,0
0,Toronto Blue Jays/Baltimore Orioles,2014-04-12,14.0,3.0,0.512,0.593,0.08099999999999996,11.0,5148,4,0-0,0.25975000000000004,0.25125,0.4415,0.3625,0.76725,0.6595,105.0,79.25,1.385,1.2819999999999998,4.23,4.51,103.0,92.0,"['0-0', '0-1', '1-1', '2-2']","['0-0', '1-0', '1-1', '3-1']",0,0,0,0,0,0,1,0,0,0,0,0
0,Toronto Blue Jays/Baltimore Orioles,2014-04-12,14.0,3.0,0.512,0.593,0.08099999999999996,11.0,5149,5,0-0,0.25825,0.25633333333333336,0.37825,0.43133333333333335,0.6839999999999999,0.7423333333333334,86.25,99.33333333333331,1.385,1.2819999999999998,4.23,4.51,90.0,118.0,"['0-0', '0-1', '1-1', '1-2']","['0-0', '0-1', '0-2']",0,0,0,0,0,0,0,0,0,0,0,0
0,Toronto Blue Jays/Baltimore Orioles,2014-04-12,14.0,3.0,0.512,0.593,0.08099999999999996,11.0,5150,6,0-0,0.26275000000000004,0.2476666666666667,0.455,0.4163333333333333,0.79425,0.7203333333333334,111.5,93.66666666666669,1.385,1.2819999999999998,4.23,4.51,85.0,55.0,"['0-0', '1-0', '2-1', '2-2']","['0-0', '0-1', '0-2']",0,0,0,0,0,1,0,0,0,0,0,0
0,Toronto Blue Jays/Baltimore Orioles,2014-04-12,14.0,3.0,0.512,0.593,0.08099999999999996,11.0,5151,7,0-0,0.24625,0.2592,0.41075,0.3896,0.716,0.6942,94.0,88.4,1.385,1.3842,4.23,4.49,84.0,113.0,"['0-0', '1-0', '1-1', '2-2']","['0-0', '0-1', '0-2', '1-2', '2-2']",0,1,-1,0,0,1,0,0,0,0,0,1
0,Toronto Blue Jays/Baltimore Orioles,2014-04-12,14.0,3.0,0.512,0.593,0.08099999999999996,11.0,5152,8,0-1,0.2695,0.24420000000000006,0.4415,0.409,0.78775,0.711,110.5,90.8,1.357,1.258,3.63,3.72,120.0,55.0,"['0-0', '0-1', '0-2', '1-2']","['0-0', '1-0', '1-1', '1-2', '2-2']",0,0,0,0,0,0,1,0,0,0,0,0
0,Toronto Blue Jays/Baltimore Orioles,2014-04-12,14.0,3.0,0.512,0.593,0.08099999999999996,11.0,5153,9,0-1,0.25975000000000004,0.265,0.42625,0.385,0.7455,0.691,101.0,87.33333333333331,1.275,1.32,4.32,3.94,104.0,92.0,"['0-0', '0-1', '0-2', '0-2']","['0-0', '0-1', '0-2']",1,0,1,0,0,0,0,0,0,0,0,1
0,Toronto Blue Jays/Baltimore Orioles,2014-04-12,14.0,3.0,0.512,0.593,0.08099999999999996,11.0,5154,10,1-1,0.24420000000000006,0.25633333333333336,0.3866,0.43133333333333335,0.7104,0.7423333333333334,91.6,99.33333333333331,1.018,1.32,2.45,3.94,120.0,118.0,"['0-0', '0-1', '2-1', '4-2', '5-2']","['0-0', '0-1', '1-1']",0,0,0,0,0,0,0,0,0,0,0,0
0,Toronto Blue Jays/Baltimore Orioles,2014-04-12,14.0,3.0,0.512,0.593,0.08099999999999996,11.0,5155,11,1-1,0.248,0.2476666666666667,0.39866666666666667,0.4163333333333333,0.7063333333333333,0.7203333333333334,92.0,93.66666666666669,1.375,1.32,4.05,3.94,103.0,55.0,"['0-0', '0-1', '0-2']","['0-0', '1-0', '0-2']",0,0,0,0,0,0,1,0,0,0,0,0
0,Toronto Blue Jays/Baltimore Orioles,2014-04-12,14.0,3.0,0.512,0.593,0.08099999999999996,11.0,5156,12,1-1,0.2313333333333333,0.265,0.336,0.385,0.6343333333333333,0.691,74.33333333333333,87.33333333333331,1.375,1.32,4.05,3.94,103.0,92.0,"['0-0', '0-1', '1-1']","['0-0', '0-1', '4-1']",0,1,-1,0,0,0,0,0,0,0,0,1
0,Miami Marlins/Philadelphia Phillies,2014-04-12,20.0,24.0,0.475,0.451,0.02399999999999997,4.0,5157,1,0-0,0.2682,0.2635,0.4446,0.43116666666666653,0.7804,0.765,114.0,103.66666666666669,1.527,1.3780000000000001,4.45,4.07,97.0,97.0,"['0-0', '1-0', '1-1', '3-1', '3-2']","['0-0', '2-0', '1-0', '2-0', '2-1', '4-2']",0,2,-2,0,1,1,1,0,0,0,0,1
0,Miami Marlins/Philadelphia Phillies,2014-04-12,20.0,24.0,0.475,0.451,0.02399999999999997,4.0,5158,2,0-2,0.23842857142857146,0.19533333333333333,0.3772857142857143,0.299,0.6728571428571429,0.5633333333333334,83.14285714285714,53.33333333333334,1.5269999999999997,1.3780000000000001,4.45,4.07,144.0,-13.0,"['0-0', '1-0', '1-1', '3-1', '3-2', '7-2', '7-2']","['0-0', '0-1', '0-2']",1,0,1,0,0,1,0,0,0,0,0,1
0,Miami Marlins/Philadelphia Phillies,2014-04-12,20.0,24.0,0.475,0.451,0.02399999999999997,4.0,5159,3,1-2,0.2565,0.2666000000000001,0.4255,0.435,0.7425,0.7737999999999999,99.25,105.0,1.527,1.3780000000000001,4.45,4.07,97.0,103.0,"['0-0', '0-1', '0-2', '1-2']","['0-0', '1-0', '2-1', '2-1', '1-1']",0,2,-2,0,0,0,1,0,0,0,0,1
0,Miami Marlins/Philadelphia Phillies,2014-04-12,20.0,24.0,0.475,0.451,0.02399999999999997,4.0,5160,4,1-4,0.207,0.2456666666666667,0.272,0.39333333333333337,0.5263333333333334,0.7016666666666667,47.0,90.0,1.527,1.3780000000000001,4.45,4.07,114.0,69.0,"['0-0', '1-0', '2-1']","['0-0', '0-1', '0-2']",0,0,0,0,0,1,0,0,0,0,0,0
0,Miami Marlins/Philadelphia Phillies,2014-04-12,20.0,24.0,0.475,0.451,0.02399999999999997,4.0,5161,5,1-4,0.2596,0.25066666666666665,0.4482,0.37466666666666665,0.7732000000000001,0.6890000000000001,110.0,87.0,1.527,1.3780000000000001,4.45,4.07,94.0,97.0,"['0-0', '0-1', '0-1', '0-2', '1-2']","['0-0', '0-1', '0-2']",1,0,1,0,0,0,0,0,0,0,0,1
0,Miami Marlins/Philadelphia Phillies,2014-04-12,20.0,24.0,0.475,0.451,0.02399999999999997,4.0,5162,6,2-4,0.222,0.276,0.3125,0.4803333333333333,0.5830000000000001,0.8329999999999999,59.5,119.0,1.254,1.3780000000000001,3.08,4.07,114.0,103.0,"['0-0', '0-1', '0-2', '1-2']","['0-0', '0-1', '0-2']",0,0,0,0,0,0,0,0,0,0,0,0
0,Miami Marlins/Philadelphia Phillies,2014-04-12,20.0,24.0,0.475,0.451,0.02399999999999997,4.0,5163,7,2-4,0.2608333333333333,0.2392,0.44583333333333336,0.3942000000000001,0.7698333333333335,0.6920000000000001,107.83333333333331,87.6,1.354,1.3024,3.96,3.2840000000000003,97.0,99.0,"['0-0', '1-0', '0-0', '0-1', '0-2', '1-2']","['0-0', '0-1', '1-1', '0-2', '1-2']",2,0,2,0,0,1,0,0,0,0,0,1
0,Miami Marlins/Philadelphia Phillies,2014-04-12,20.0,24.0,0.475,0.451,0.02399999999999997,4.0,5164,8,4-4,0.267,0.26375000000000004,0.3750000000000001,0.43700000000000006,0.6945,0.77725,92.75,105.5,1.212,1.374,3.72,3.36,106.0,130.0,"['0-0', '1-0', '1-1', '1-2']","['0-0', '0-1', '1-1', '1-2']",0,0,0,0,0,1,0,0,0,0,0,0
0,Miami Marlins/Philadelphia Phillies,2014-04-12,20.0,24.0,0.475,0.451,0.02399999999999997,4.0,5165,9,4-4,0.2582,0.2466,0.4388,0.3938,0.7624000000000001,0.6971999999999999,105.6,88.4,1.022,1.3519999999999999,2.37,3.5699999999999994,84.0,69.0,"['0-0', '0-1', '0-2', '1-2', '3-2']","['0-0', '0-1', '0-2', '1-2', '2-2']",0,0,0,0,0,0,0,0,0,0,0,0
0,Miami Marlins/Philadelphia Phillies,2014-04-12,20.0,24.0,0.475,0.451,0.02399999999999997,4.0,5166,10,4-4,0.26666666666666666,0.2653333333333333,0.35566666666666674,0.35800000000000004,0.6773333333333333,0.6779999999999999,88.33333333333331,84.33333333333333,1.5530000000000002,1.46,5.72,2.43,114.0,97.0,"['0-0', '0-1', '0-2']","['0-0', '0-1', '0-2']",0,1,-1,0,0,0,0,0,0,0,0,1
0,Houston Astros/Texas Rangers,2014-04-12,26.0,28.0,0.4320000000000001,0.414,0.018000000000000068,2.0,5167,1,0-0,0.26875,0.271,0.4035,0.4355000000000001,0.73425,0.7766666666666667,100.25,108.16666666666669,1.3559999999999999,1.361,3.75,3.26,106.0,98.0,"['0-0', '0-1', '0-2', '1-2']","['0-0', '0-1', '1-1', '1-2', '5-2', '3-2']",0,1,-1,0,0,0,0,0,0,0,0,1
0,Houston Astros/Texas Rangers,2014-04-12,26.0,28.0,0.4320000000000001,0.414,0.018000000000000068,2.0,5168,2,0-1,0.22699999999999998,0.2474,0.3943333333333333,0.3942,0.6859999999999999,0.7076,90.33333333333331,92.2,1.3559999999999999,1.361,3.75,3.26,80.0,83.0,"['0-0', '0-1', '0-2']","['0-0', '2-0', '5-0', '2-1', '2-2']",0,1,-1,0,1,0,0,0,0,0,0,1
0,Houston Astros/Texas Rangers,2014-04-12,26.0,28.0,0.4320000000000001,0.414,0.018000000000000068,2.0,5169,3,0-2,0.2476666666666667,0.26480000000000004,0.36833333333333335,0.449,0.6993333333333333,0.778,91.33333333333331,106.8,1.3559999999999999,1.361,3.75,3.26,104.0,98.0,"['0-0', '0-1', '0-2']","['0-0', '0-1', '0-2', '1-2', '2-2']",0,0,0,0,0,0,0,0,0,0,0,0
0,Houston Astros/Texas Rangers,2014-04-12,26.0,28.0,0.4320000000000001,0.414,0.018000000000000068,2.0,5170,4,0-2,0.244625,0.24125,0.38299999999999995,0.4065,0.690125,0.7144999999999999,92.25,94.5,1.3559999999999999,1.361,3.75,3.26,77.0,130.0,"['0-0', '0-1', '1-1', '3-1', '7-1', '3-2', '3-2', '0-2']","['0-0', '1-0', '5-0', '0-2']",5,1,4,0,0,0,1,0,0,0,0,1
0,Houston Astros/Texas Rangers,2014-04-12,26.0,28.0,0.4320000000000001,0.414,0.018000000000000068,2.0,5171,5,5-3,0.25766666666666665,0.2783333333333333,0.4043333333333334,0.43533333333333335,0.7319999999999999,0.7840000000000001,98.33333333333331,108.0,1.3559999999999999,1.361,3.75,3.26,98.0,140.0,"['0-0', '0-1', '0-2']","['0-0', '1-0', '0-2']",0,0,0,0,0,0,1,0,0,0,0,0
0,Houston Astros/Texas Rangers,2014-04-12,26.0,28.0,0.4320000000000001,0.414,0.018000000000000068,2.0,5172,6,5-3,0.24575,0.2403333333333333,0.396,0.4163333333333334,0.69975,0.7153333333333333,94.25,92.0,1.3559999999999999,1.361,3.75,3.26,80.0,81.0,"['0-0', '0-1', '0-2', '1-2']","['0-0', '0-1', '0-2']",0,0,0,0,0,0,0,0,0,0,0,0
0,Houston Astros/Texas Rangers,2014-04-12,26.0,28.0,0.4320000000000001,0.414,0.018000000000000068,2.0,5173,7,5-3,0.2476666666666667,0.25099999999999995,0.36833333333333335,0.4103333333333334,0.6993333333333333,0.7279999999999999,91.33333333333331,99.0,1.3559999999999999,1.361,3.75,3.26,104.0,130.0,"['0-0', '0-1', '0-2']","['0-0', '0-1', '0-2']",0,0,0,0,0,0,0,0,0,0,0,0
0,Houston Astros/Texas Rangers,2014-04-12,26.0,28.0,0.4320000000000001,0.414,0.018000000000000068,2.0,5174,8,5-3,0.2456666666666667,0.2754,0.4105,0.4504,0.7220000000000001,0.7976000000000001,100.33333333333331,112.2,1.354,1.4509999999999998,3.62,4.42,77.0,97.0,"['0-0', '0-1', '0-2', '1-2', '2-2', '3-2']","['0-0', '1-0', '2-0', '0-1', '0-2']",0,1,-1,0,1,0,1,0,0,0,0,1
0,Houston Astros/Texas Rangers,2014-04-12,26.0,28.0,0.4320000000000001,0.414,0.018000000000000068,2.0,5175,9,5-4,0.244,0.2306,0.36975,0.3894,0.68675,0.6866,88.5,87.6,1.244,1.416,3.29,3.2400000000000007,104.0,130.0,"['0-0', '0-1', '2-1', '2-2']","['0-0', '0-0', '1-0', '2-1', '2-2']",0,1,-1,0,0,0,1,0,0,0,0,1
0,Houston Astros/Texas Rangers,2014-04-12,26.0,28.0,0.4320000000000001,0.414,0.018000000000000068,2.0,5176,10,5-5,0.2504,0.2592857142857143,0.4008,0.4162857142857143,0.7120000000000001,0.7344285714285715,97.6,97.0,1.057,1.4,2.58,4.37,77.0,60.0,"['0-0', '0-1', '4-1', '0-2', '1-2']","['0-0', '1-0', '2-0', '2-1', '3-1', '5-1', '5-2']",1,0,1,0,1,0,1,0,0,0,0,1
0,Chicago Cubs/Chicago White Sox,2014-05-07,23.0,22.0,0.451,0.451,0.0,1.0,5177,1,0-0,0.253,0.26899999999999996,0.39166666666666666,0.4367142857142857,0.7073333333333333,0.7625714285714286,93.33333333333331,107.42857142857143,1.33,1.288,4.28,4.11,118.0,88.0,"['0-0', '0-1', '0-2']","['0-0', '0-1', '0-2', '2-2', '3-2', '3-2', '7-2']",0,1,-1,0,0,0,0,0,0,0,0,1
0,Chicago Cubs/Chicago White Sox,2014-05-07,23.0,22.0,0.451,0.451,0.0,1.0,5178,2,0-1,0.2348,0.2403333333333333,0.3706,0.365,0.6712,0.6629999999999999,83.2,85.66666666666667,1.33,1.288,4.28,4.11,72.0,84.0,"['0-0', '1-0', '1-1', '1-2', '2-2']","['0-0', '0-1', '0-2']",1,0,1,0,0,1,0,0,0,0,0,1
0,Chicago Cubs/Chicago White Sox,2014-05-07,23.0,22.0,0.451,0.451,0.0,1.0,5179,3,1-1,0.25,0.27899999999999997,0.3583333333333334,0.45325,0.657,0.78425,78.66666666666667,115.5,1.33,1.288,4.28,4.11,83.0,92.0,"['0-0', '0-1', '0-2']","['0-0', '0-1', '2-1', '4-2']",0,0,0,0,0,0,0,0,0,0,0,0
0,Chicago Cubs/Chicago White Sox,2014-05-07,23.0,22.0,0.451,0.451,0.0,1.0,5180,4,1-1,0.26466666666666666,0.24957142857142856,0.42,0.3867142857142857,0.7506666666666666,0.6967142857142857,105.0,92.28571428571428,1.33,1.288,4.28,4.11,98.0,100.0,"['0-0', '0-1', '0-2']","['0-0', '0-1', '2-1', '3-1', '2-2', '3-2', '0-2']",0,3,-3,0,0,0,0,0,0,0,0,1
0,Chicago Cubs/Chicago White Sox,2014-05-07,23.0,22.0,0.451,0.451,0.0,1.0,5181,5,1-4,0.234,0.261375,0.3668571428571429,0.42175,0.6661428571428571,0.739125,81.85714285714286,103.125,1.33,1.421,4.28,4.645,118.0,84.0,"['0-0', '0-0', '0-1', '1-1', '3-1', '6-1', '6-2']","['0-0', '1-0', '5-0', '7-0', '2-0', '4-1', '1-1', '1-2']",2,4,-2,0,1,0,1,0,0,0,0,1
0,Chicago Cubs/Chicago White Sox,2014-05-07,23.0,22.0,0.451,0.451,0.0,1.0,5182,6,3-8,0.233,0.27899999999999997,0.381,0.45325,0.68,0.78425,85.33333333333333,115.5,1.33,1.2919999999999998,4.28,4.26,59.0,92.0,"['0-0', '0-1', '0-2']","['0-0', '1-0', '1-1', '2-2']",0,0,0,0,0,0,1,0,0,0,0,0
0,Chicago Cubs/Chicago White Sox,2014-05-07,23.0,22.0,0.451,0.451,0.0,1.0,5183,7,3-8,0.24,0.2486,0.3533333333333333,0.3928,0.653,0.7018000000000001,78.0,92.6,1.408,1.2919999999999998,3.02,4.26,74.0,84.0,"['0-0', '0-1', '0-2']","['0-0', '2-0', '2-1', '3-1', '3-2']",0,0,0,0,1,0,0,0,0,0,0,0
0,Chicago Cubs/Chicago White Sox,2014-05-07,23.0,22.0,0.451,0.451,0.0,1.0,5184,8,3-8,0.253,0.2796666666666667,0.39166666666666666,0.4693333333333333,0.7073333333333333,0.8063333333333333,93.33333333333331,123.33333333333331,1.408,1.402,3.02,4.17,118.0,97.0,"['0-0', '0-1', '0-2']","['0-0', '0-1', '0-2']",0,0,0,0,0,0,0,0,0,0,0,0
0,Seattle Mariners/Oakland Athletics,2014-05-07,11.0,8.0,0.537,0.5429999999999999,0.0059999999999998934,3.0,5185,1,0-0,0.26366666666666666,0.2611666666666667,0.398,0.4311666666666667,0.7103333333333334,0.7706666666666667,97.33333333333331,113.66666666666669,1.305,1.17,4.54,3.07,127.0,116.0,"['0-0', '0-1', '0-2']","['0-0', '1-0', '0-1', '1-1', '1-2', '3-2']",0,0,0,0,0,0,1,0,0,0,0,0
0,Seattle Mariners/Oakland Athletics,2014-05-07,11.0,8.0,0.537,0.5429999999999999,0.0059999999999998934,3.0,5186,2,0-0,0.24100000000000002,0.247,0.4044999999999999,0.381,0.7118333333333333,0.70275,100.0,94.0,1.305,1.17,4.54,3.07,85.0,73.0,"['0-0', '0-0', '0-1', '1-1', '1-2', '3-2']","['0-0', '0-1', '0-2', '1-2']",1,0,1,0,0,0,0,0,0,0,0,1
0,Seattle Mariners/Oakland Athletics,2014-05-07,11.0,8.0,0.537,0.5429999999999999,0.0059999999999998934,3.0,5187,3,1-0,0.26366666666666666,0.26125,0.398,0.431,0.7103333333333334,0.7715000000000001,97.33333333333331,113.0,1.305,1.17,4.54,3.07,127.0,115.0,"['0-0', '0-1', '1-1']","['0-0', '0-1', '0-2', '1-2']",0,0,0,0,0,0,0,0,0,0,0,0
0,Seattle Mariners/Oakland Athletics,2014-05-07,11.0,8.0,0.537,0.5429999999999999,0.0059999999999998934,3.0,5188,4,1-0,0.2523333333333333,0.2567142857142857,0.42966666666666653,0.3828571428571429,0.7520000000000001,0.7107142857142856,107.66666666666669,96.0,1.305,1.17,4.54,3.07,116.0,90.0,"['0-0', '0-1', '0-2']","['0-0', '1-0', '3-0', '6-1', '4-2', '5-2', '6-2']",0,1,-1,0,0,0,1,0,1,0,0,1
0,Seattle Mariners/Oakland Athletics,2014-05-07,11.0,8.0,0.537,0.5429999999999999,0.0059999999999998934,3.0,5189,5,1-1,0.23,0.25833333333333336,0.3805,0.439,0.675,0.7829999999999999,92.75,118.0,1.305,1.17,4.54,3.07,94.0,115.0,"['0-0', '0-1', '0-2', '0-2']","['0-0', '0-1', '1-1']",1,0,1,0,0,0,0,0,0,0,0,1
0,Seattle Mariners/Oakland Athletics,2014-05-07,11.0,8.0,0.537,0.5429999999999999,0.0059999999999998934,3.0,5190,6,2-1,0.2648333333333333,0.254,0.4248333333333333,0.41775,0.7484999999999999,0.7444999999999999,104.33333333333331,104.75,1.305,1.17,4.54,3.07,94.0,99.0,"['0-0', '1-0', '2-0', '4-1', '5-1', '6-1']","['0-0', '0-1', '0-2', '1-2']",1,0,1,1,0,1,0,0,0,0,0,1
0,Seattle Mariners/Oakland Athletics,2014-05-07,11.0,8.0,0.537,0.5429999999999999,0.0059999999999998934,3.0,5191,7,3-1,0.2493333333333333,0.2581428571428572,0.39466666666666667,0.4078571428571429,0.7080000000000001,0.7392857142857142,102.66666666666669,105.0,1.297,1.1731428571428568,3.61,3.1928571428571435,98.0,102.0,"['0-0', '0-1', '0-2']","['0-0', '1-0', '6-0', '5-0', '1-1', '4-1', '4-2']",0,3,-3,0,0,0,1,0,0,0,0,1
0,Seattle Mariners/Oakland Athletics,2014-05-07,11.0,8.0,0.537,0.5429999999999999,0.0059999999999998934,3.0,5192,8,3-4,0.23850000000000005,0.25,0.4041666666666666,0.36475,0.7036666666666666,0.6904999999999999,94.5,91.0,1.1231666666666669,1.181,3.0733333333333333,3.5,94.0,90.0,"['0-0', '0-1', '1-1', '3-1', '3-1', '3-2']","['0-0', '0-1', '1-1', '1-2']",1,0,1,0,0,0,0,0,0,0,0,1
0,Seattle Mariners/Oakland Athletics,2014-05-07,11.0,8.0,0.537,0.5429999999999999,0.0059999999999998934,3.0,5193,9,4-4,0.2455,0.2611666666666667,0.381,0.44166666666666665,0.6865,0.7791666666666667,93.75,116.16666666666669,0.9109999999999999,1.32,2.97,2.81,85.0,102.0,"['0-0', '2-0', '2-1', '4-2']","['0-0', '1-0', '2-0', '2-1', '3-1', '5-2']",0,0,0,1,1,0,1,0,0,0,0,0
0,Seattle Mariners/Oakland Athletics,2014-05-07,11.0,8.0,0.537,0.5429999999999999,0.0059999999999998934,3.0,5194,10,4-4,0.240875,0.25,0.392,0.36475,0.6925000000000001,0.6904999999999999,93.25,91.0,1.1673749999999998,1.357,2.6125,3.61,94.0,90.0,"['0-0', '1-0', '2-0', '4-1', '5-1', '5-2', '3-2', '3-2']","['0-0', '0-1', '0-2', '2-2']",2,0,2,1,0,1,0,0,0,0,0,1
0,Cincinnati Reds/Cincinnati Reds,2014-05-07,21.0,21.0,0.469,0.469,0.0,0.0,5195,1,0-0,0.28,0.2795,0.4435,0.4782500000000001,0.7932499999999999,0.83925,113.25,120.75,1.186,1.294,3.53,3.92,111.0,126.0,"['0-0', '0-1', '0-2', '1-2']","['0-0', '0-1', '1-1', '5-1']",0,0,0,0,0,0,0,0,0,0,0,0
0,Cincinnati Reds/Cincinnati Reds,2014-05-07,21.0,21.0,0.469,0.469,0.0,0.0,5196,2,0-0,0.251,0.2476666666666667,0.3876666666666666,0.38866666666666666,0.6973333333333334,0.7020000000000001,88.66666666666669,88.33333333333331,1.186,1.294,3.53,3.92,80.0,53.0,"['0-0', '0-1', '1-1']","['0-0', '0-1', '0-2']",0,0,0,0,0,0,0,0,0,0,0,0
0,Cincinnati Reds/Cincinnati Reds,2014-05-07,21.0,21.0,0.469,0.469,0.0,0.0,5197,3,0-0,0.2704,0.26899999999999996,0.42200000000000004,0.40375,0.753,0.732,102.4,93.75,1.186,1.294,3.53,3.92,96.0,103.0,"['0-0', '2-0', '4-1', '0-1', '0-2']","['0-0', '0-1', '0-2', '1-2']",2,0,2,1,0,0,0,0,0,0,0,1
0,Cincinnati Reds/Cincinnati Reds,2014-05-07,21.0,21.0,0.469,0.469,0.0,0.0,5198,4,2-0,0.25833333333333336,0.26933333333333337,0.42,0.5,0.7353333333333333,0.8633333333333333,99.0,127.33333333333331,1.186,1.294,3.53,3.92,109.0,117.0,"['0-0', '0-1', '0-2']","['0-0', '0-1', '0-2']",0,0,0,0,0,0,0,0,0,0,0,0
0,Cincinnati Reds/Cincinnati Reds,2014-05-07,21.0,21.0,0.469,0.469,0.0,0.0,5199,5,2-0,0.242,0.23800000000000002,0.38033333333333336,0.37166666666666665,0.6759999999999999,0.6623333333333333,83.33333333333333,78.66666666666667,1.186,1.294,3.53,3.92,76.0,88.0,"['0-0', '1-0', '1-1']","['0-0', '1-0', '1-1']",0,0,0,0,0,1,1,0,0,0,0,0
0,Cincinnati Reds/Cincinnati Reds,2014-05-07,21.0,21.0,0.469,0.469,0.0,0.0,5200,6,2-0,0.2873333333333333,0.2655,0.441,0.426,0.7993333333333332,0.764375,114.0,102.125,1.186,1.294,3.53,3.92,96.0,53.0,"['0-0', '0-1', '0-2']","['0-0', '1-0', '1-1', '5-1', '5-1', '6-1', '6-2', '7-2']",0,2,-2,0,0,0,1,0,0,0,0,1
0,Cincinnati Reds/Cincinnati Reds,2014-05-07,21.0,21.0,0.469,0.469,0.0,0.0,5201,7,2-2,0.25016666666666665,0.26899999999999996,0.4001666666666666,0.40375,0.7056666666666667,0.732,91.16666666666669,93.75,1.251,1.294,3.715,3.92,76.0,103.0,"['0-0', '2-0', '5-0', '7-0', '6-1', '5-2']","['0-0', '1-0', '2-1', '2-2']",1,0,1,1,0,0,1,0,0,0,0,1
